
Quadro extraído em 26 de Fevereiro de 2025 (23:50:58)
http://www.ine.pt



Local de residência à data dos Censos [2021] (NUTS - 2024);Grupo etário;Sexo;Período de referência dos dados;População residente (N.º) por Local de residência à data dos Censos [2021] (NUTS - 2024), Sexo, Grupo etário e Nível de escolaridade mais elevado completo -  Decenal;;;;;;;;;;;;;;
;;;;Nível de escolaridade mais elevado completo;;;;;;;;;;;;;;
;;;;Total;Nenhum;Ensino básico;1.º ciclo;2.º ciclo;3.º ciclo;Ensino secundário;Ensino pós-secundário;Ensino superior;Curso técnico superior profissional;Bacharelato;Licenciatura;Mestrado;Doutoramento;
;;;;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;
;;M;2021;921;61;751;552;73;126;54;0;55;0;13;38;4;0;
;75 ou mais anos;H;2021;1208;92;997;769;98;130;63;0;56;0;17;36;0;3;
;;M;2021;1786;373;1273;1068;96;109;64;0;76;0;39;31;4;2;
1110: Oeiras;Total;H;2021;79581;9056;27023;8554;6321;12148;18480;1069;23953;173;1966;15432;5384;998;
;;M;2021;92077;10409;30472;12327;5903;12242;18681;738;31777;62;2660;21108;6859;1088;
;Menos de 15 anos;H;2021;12577;7599;4978;2021;2619;338;0;0;0;0;0;0;0;0;
;;M;2021;11740;7225;4515;1844;2340;331;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;4721;27;3088;20;354;2714;1597;2;7;7;0;0;0;0;
;;M;2021;4488;16;2812;15;235;2562;1651;6;3;3;0;0;0;0;
;20 - 24 anos;H;2021;4446;20;605;15;96;494;2533;92;1196;44;0;947;203;2;
;;M;2021;4209;28;382;13;40;329;2127;78;1594;15;0;1276;302;1;
;25 - 29 anos;H;2021;4351;66;622;27;115;480;1445;165;2053;41;0;1143;849;20;
;;M;2021;4340;66;401;20;58;323;1096;102;2675;22;0;1396;1246;11;
;30 - 34 anos;H;2021;4528;76;703;45;153;505;1321;159;2269;30;24;1156;1004;55;
;;M;2021;4698;109;452;31;70;351;1080;105;2952;6;23;1487;1366;70;
;35 - 39 anos;H;2021;4996;84;935;53;187;695;1351;163;2463;40;143;1452;738;90;
;;M;2021;5531;119;670;51;115;504;1119;106;3517;12;141;2229;1017;118;
;40 - 44 anos;H;2021;6100;89;1092;84;235;773;1689;192;3038;11;173;2161;600;93;
;;M;2021;6969;102;782;77;162;543;1574;121;4390;4;208;3233;811;134;
;45 - 49 anos;H;2021;6586;84;1293;158;320;815;1829;167;3213;0;280;2268;562;103;
;;M;2021;7745;120;1038;162;276;600;1786;113;4688;0;290;3545;681;172;
;50 - 54 anos;H;2021;5342;85;1332;221;414;697;1518;113;2294;0;247;1487;439;121;
;;M;2021;6418;169;1287;265;395;627;1697;95;3170;0;333;2187;495;155;
;55 - 59 anos;H;2021;4688;90;1483;347;385;751;1382;16;1717;0;186;1073;330;128;
;;M;2021;5955;168;1696;555;374;767;1639;12;2440;0;282;1657;364;137;
;60 - 64 anos;H;2021;4380;133;1587;580;336;671;1189;0;1471;0;213;915;235;108;
;;M;2021;5602;213;1996;806;385;805;1533;0;1860;0;278;1228;251;103;
;65 - 69 anos;H;2021;4214;157;1841;986;268;587;966;0;1250;0;181;810;167;92;
;;M;2021;5952;323;2762;1429;329;1004;1304;0;1563;0;296;1050;151;66;
;70 - 74 anos;H;2021;4622;161;2561;1262;317;982;695;0;1205;0;200;814;121;70;
;;M;2021;6216;284;3679;1874;376;1429;926;0;1327;0;311;850;106;60;
;75 ou mais anos;H;2021;8030;385;4903;2735;522;1646;965;0;1777;0;319;1206;136;116;
;;M;2021;12214;1467;8000;5185;748;2067;1149;0;1598;0;498;970;69;61;
111002: Barcarena;Total;H;2021;6978;849;2724;904;658;1162;1716;107;1582;10;119;1044;360;49;
;;M;2021;7473;909;2721;1167;576;978;1570;57;2216;2;169;1539;450;56;
;Menos de 15 anos;H;2021;1192;724;468;166;267;35;0;0;0;0;0;0;0;0;
;;M;2021;1109;666;443;179;229;35;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;421;2;282;3;40;239;136;0;1;1;0;0;0;0;
;;M;2021;388;0;257;2;20;235;130;0;1;1;0;0;0;0;
;20 - 24 anos;H;2021;405;0;50;0;5;45;247;11;97;3;0;72;22;0;
;;M;2021;350;3;31;2;2;27;180;12;124;1;0;97;26;0;
;25 - 29 anos;H;2021;362;6;54;3;7;44;144;12;146;3;0;86;56;1;
;;M;2021;320;5;35;2;4;29;82;7;191;0;0;116;75;0;
;30 - 34 anos;H;2021;365;10;62;4;12;46;125;20;148;1;0;79;67;1;
;;M;2021;384;9;34;4;7;23;108;5;228;0;2;128;91;7;
;35 - 39 anos;H;2021;445;7;96;3;9;84;137;14;191;2;9;119;61;0;
;;M;2021;494;3;52;4;5;43;115;7;317;0;11;217;83;6;
;40 - 44 anos;H;2021;628;9;119;7;27;85;213;22;265;0;8;208;44;5;
;;M;2021;660;8;83;7;17;59;185;7;377;0;12;297;59;9;
;45 - 49 anos;H;2021;626;7;162;15;38;109;212;17;228;0;18;171;33;6;
;;M;2021;727;11;121;12;41;68;222;12;361;0;23;287;41;10;
;50 - 54 anos;H;2021;501;10;180;32;58;90;149;10;152;0;20;90;31;11;
;;M;2021;562;11;156;27;50;79;170;6;219;0;29;147;34;9;
;55 - 59 anos;H;2021;434;10;188;46;56;86;114;1;121;0;15;71;24;11;
;;M;2021;475;14;177;59;49;69;141;1;142;0;21;97;16;8;
;60 - 64 anos;H;2021;381;11;191;72;41;78;97;0;82;0;15;53;10;4;
;;M;2021;434;10;218;90;41;87;112;0;94;0;17;61;13;3;
;65 - 69 anos;H;2021;351;5;221;135;26;60;71;0;54;0;13;30;6;5;
;;M;2021;419;19;271;168;44;59;59;0;70;0;15;46;8;1;
;70 - 74 anos;H;2021;355;15;256;158;24;74;35;0;49;0;9;33;5;2;
;;M;2021;415;18;317;199;28;90;30;0;50;0;24;21;2;3;
;75 ou mais anos;H;2021;512;33;395;260;48;87;36;0;48;0;12;32;1;3;
;;M;2021;736;132;526;412;39;75;36;0;42;0;15;25;2;0;
111009: Porto Salvo;Total;H;2021;7173;938;3121;1053;797;1271;1638;113;1363;15;120;895;284;49;
;;M;2021;7925;1130;3162;1389;598;1175;1702;68;1863;4;116;1318;368;57;
;Menos de 15 anos;H;2021;1205;759;446;179;237;30;0;0;0;0;0;0;0;0;
;;M;2021;1138;715;423;171;224;28;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;465;1;298;1;35;262;163;1;2;2;0;0;0;0;
;;M;2021;438;1;276;0;24;252;161;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;397;2;94;0;16;78;224;10;67;4;0;52;11;0;
;;M;2021;397;3;64;2;4;58;217;9;104;2;0;88;14;0;
;25 - 29 anos;H;2021;389;4;101;8;18;75;149;20;115;3;0;76;36;0;
;;M;2021;391;4;66;4;10;52;130;8;183;1;0;112;70;0;
;30 - 34 anos;H;2021;454;9;125;5;40;80;142;16;162;3;1;90;67;1;
;;M;2021;465;8;66;4;10;52;139;9;243;0;2;141;94;6;
;35 - 39 anos;H;2021;499;8;148;14;44;90;152;19;172;2;8;106;48;8;
;;M;2021;511;8;116;13;20;83;123;11;253;1;3;176;65;8;
;40 - 44 anos;H;2021;519;10;155;9;45;101;146;20;188;1;12;138;32;5;
;;M;2021;606;11;120;16;25;79;170;10;295;0;16;221;54;4;
;45 - 49 anos;H;2021;577;10;170;21;58;91;177;17;203;0;20;149;28;6;
;;M;2021;634;12;138;26;43;69;174;13;297;0;18;240;27;12;
;50 - 54 anos;H;2021;432;9;157;31;52;74;126;9;131;0;19;78;29;5;
;;M;2021;537;20;180;48;57;75;172;7;158;0;16;115;21;6;
;55 - 59 anos;H;2021;369;11;180;45;53;82;95;1;82;0;10;56;9;7;
;;M;2021;511;24;226;82;51;93;141;1;119;0;12;87;12;8;
;60 - 64 anos;H;2021;420;23;222;80;57;85;102;0;73;0;10;46;12;5;
;;M;2021;498;36;270;134;45;91;110;0;82;0;9;62;5;6;
;65 - 69 anos;H;2021;456;25;276;162;46;68;85;0;70;0;17;39;8;6;
;;M;2021;498;57;291;188;24;79;90;0;60;0;14;39;3;4;
;70 - 74 anos;H;2021;394;20;283;176;40;67;44;0;47;0;12;28;3;4;
;;M;2021;448;30;334;223;27;84;46;0;38;0;10;25;2;1;
;75 ou mais anos;H;2021;597;47;466;322;56;88;33;0;51;0;11;37;1;2;
;;M;2021;853;201;592;478;34;80;29;0;31;0;16;12;1;2;
111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;Total;H;2021;22066;2329;6895;2135;1588;3172;4947;262;7633;58;574;4874;1805;322;
;;M;2021;25870;2712;8158;3366;1500;3292;4993;208;9799;20;807;6314;2308;350;
;Menos de 15 anos;H;2021;3333;2019;1314;521;702;91;0;0;0;0;0;0;0;0;
;;M;2021;3164;1961;1203;525;593;85;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;1285;5;845;2;93;750;432;1;2;2;0;0;0;0;
;;M;2021;1214;5;743;1;63;679;464;0;2;2;0;0;0;0;
;20 - 24 anos;H;2021;1206;3;150;3;20;127;676;15;362;12;0;301;49;0;
;;M;2021;1146;7;68;2;7;59;593;20;458;5;0;353;100;0;
;25 - 29 anos;H;2021;1254;12;107;3;17;87;376;37;722;13;0;391;311;7;
;;M;2021;1307;18;86;4;12;70;289;32;882;8;0;407;460;7;
;30 - 34 anos;H;2021;1268;19;133;9;14;110;354;39;723;11;9;355;331;17;
;;M;2021;1357;31;103;6;17;80;267;34;922;3;10;415;473;21;
;35 - 39 anos;H;2021;1436;25;200;7;36;157;373;46;792;16;34;452;259;31;
;;M;2021;1507;37;121;7;17;97;280;24;1045;2;41;621;345;36;
;40 - 44 anos;H;2021;1610;22;217;20;39;158;446;42;883;4;52;618;178;31;
;;M;2021;1908;32;185;11;40;134;389;36;1266;0;55;930;238;43;
;45 - 49 anos;H;2021;1851;20;316;32;79;205;494;46;975;0;88;680;174;33;
;;M;2021;2121;33;217;28;55;134;448;33;1390;0;74;1043;218;55;
;50 - 54 anos;H;2021;1486;17;315;37;105;173;396;33;725;0;69;475;140;41;
;;M;2021;1749;42;293;53;86;154;441;27;946;0;92;662;147;45;
;55 - 59 anos;H;2021;1192;17;329;61;86;182;345;3;498;0;45;314;106;33;
;;M;2021;1564;31;384;114;71;199;398;2;749;0;89;503;116;41;
;60 - 64 anos;H;2021;1122;21;323;75;69;179;303;0;475;0;66;282;89;38;
;;M;2021;1544;35;454;152;84;218;423;0;632;0;83;417;95;37;
;65 - 69 anos;H;2021;1128;28;410;195;61;154;249;0;441;0;47;286;72;36;
;;M;2021;1607;57;697;319;93;285;358;0;495;0;99;323;49;24;
;70 - 74 anos;H;2021;1336;29;676;309;94;273;198;0;433;0;69;289;48;27;
;;M;2021;1840;52;1051;503;125;423;280;0;457;0;102;297;39;19;
;75 ou mais anos;H;2021;2559;92;1560;861;173;526;305;0;602;0;95;431;48;28;
;;M;2021;3842;371;2553;1641;237;675;363;0;555;0;162;343;28;22;
111013: União das freguesias de Carnaxide e Queijas;Total;H;2021;16758;2106;5957;2008;1404;2545;3859;227;4609;38;391;3048;986;146;
;;M;2021;19321;2423;6677;2715;1404;2558;3783;170;6268;17;470;4339;1287;155;
;Menos de 15 anos;H;2021;2996;1790;1206;502;632;72;0;0;0;0;0;0;0;0;
;;M;2021;2754;1670;1084;425;587;72;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;1019;7;686;5;80;601;326;0;0;0;0;0;0;0;
;;M;2021;991;0;643;9;54;580;344;4;0;0;0;0;0;0;
;20 - 24 anos;H;2021;972;6;144;8;33;103;542;21;259;14;0;199;44;2;
;;M;2021;901;4;117;5;17;95;432;14;334;3;0;271;60;0;
;25 - 29 anos;H;2021;857;11;165;5;37;123;293;35;353;9;0;189;152;3;
;;M;2021;854;11;112;8;21;83;218;17;496;5;0;259;231;1;
;30 - 34 anos;H;2021;849;6;150;13;35;102;249;22;422;6;2;222;186;6;
;;M;2021;931;27;114;10;20;84;217;25;548;1;3;280;256;8;
;35 - 39 anos;H;2021;977;6;198;10;36;152;278;32;463;7;24;282;137;13;
;;M;2021;1202;18;193;18;37;138;248;32;711;6;25;479;183;18;
;40 - 44 anos;H;2021;1321;16;239;15;50;174;348;48;670;2;31;491;130;16;
;;M;2021;1565;17;154;20;31;103;362;29;1003;2;36;781;166;18;
;45 - 49 anos;H;2021;1510;11;264;40;53;171;434;38;763;0;67;569;113;14;
;;M;2021;1800;17;254;52;61;141;386;24;1119;0;60;876;154;29;
;50 - 54 anos;H;2021;1119;19;302;62;86;154;348;23;427;0;55;276;76;20;
;;M;2021;1319;30;317;85;102;130;337;22;613;0;71;434;89;19;
;55 - 59 anos;H;2021;936;16;333;102;81;150;296;8;283;0;38;179;48;18;
;;M;2021;1183;39;412;158;91;163;338;3;391;0;49;266;61;15;
;60 - 64 anos;H;2021;888;38;363;167;71;125;242;0;245;0;45;143;40;17;
;;M;2021;1126;54;483;235;94;154;286;0;303;0;45;201;35;22;
;65 - 69 anos;H;2021;856;36;430;254;62;114;179;0;211;0;39;137;23;12;
;;M;2021;1232;87;623;355;70;198;259;0;263;0;44;185;24;10;
;70 - 74 anos;H;2021;963;43;555;299;68;188;151;0;214;0;38;154;15;7;
;;M;2021;1302;96;771;428;73;270;188;0;247;0;56;167;14;10;
;75 ou mais anos;H;2021;1495;101;922;526;80;316;173;0;299;0;52;207;22;18;
;;M;2021;2161;353;1400;907;146;347;168;0;240;0;81;140;14;5;
111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;Total;H;2021;26606;2834;8326;2454;1874;3998;6320;360;8766;52;762;5571;1949;432;
;;M;2021;31488;3235;9754;3690;1825;4239;6633;235;11631;19;1098;7598;2446;470;
;Menos de 15 anos;H;2021;3851;2307;1544;653;781;110;0;0;0;0;0;0;0;0;
;;M;2021;3575;2213;1362;544;707;111;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;1531;12;977;9;106;862;540;0;2;2;0;0;0;0;
;;M;2021;1457;10;893;3;74;816;552;2;0;0;0;0;0;0;
;20 - 24 anos;H;2021;1466;9;167;4;22;141;844;35;411;11;0;323;77;0;
;;M;2021;1415;11;102;2;10;90;705;23;574;4;0;467;102;1;
;25 - 29 anos;H;2021;1489;33;195;8;36;151;483;61;717;13;0;401;294;9;
;;M;2021;1468;28;102;2;11;89;377;38;923;8;0;502;410;3;
;30 - 34 anos;H;2021;1592;32;233;14;52;167;451;62;814;9;12;410;353;30;
;;M;2021;1561;34;135;7;16;112;349;32;1011;2;6;523;452;28;
;35 - 39 anos;H;2021;1639;38;293;19;62;212;411;52;845;13;68;493;233;38;
;;M;2021;1817;53;188;9;36;143;353;32;1191;3;61;736;341;50;
;40 - 44 anos;H;2021;2022;32;362;33;74;255;536;60;1032;4;70;706;216;36;
;;M;2021;2230;34;240;23;49;168;468;39;1449;2;89;1004;294;60;
;45 - 49 anos;H;2021;2022;36;381;50;92;239;512;49;1044;0;87;699;214;44;
;;M;2021;2463;47;308;44;76;188;556;31;1521;0;115;1099;241;66;
;50 - 54 anos;H;2021;1804;30;378;59;113;206;499;38;859;0;84;568;163;44;
;;M;2021;2251;66;341;52;100;189;577;33;1234;0;125;829;204;76;
;55 - 59 anos;H;2021;1757;36;453;93;109;251;532;3;733;0;78;453;143;59;
;;M;2021;2222;60;497;142;112;243;621;5;1039;0;111;704;159;65;
;60 - 64 anos;H;2021;1569;40;488;186;98;204;445;0;596;0;77;391;84;44;
;;M;2021;2000;78;571;195;121;255;602;0;749;0;124;487;103;35;
;65 - 69 anos;H;2021;1423;63;504;240;73;191;382;0;474;0;65;318;58;33;
;;M;2021;2196;103;880;399;98;383;538;0;675;0;124;457;67;27;
;70 - 74 anos;H;2021;1574;54;791;320;91;380;267;0;462;0;72;310;50;30;
;;M;2021;2211;88;1206;521;123;562;382;0;535;0;119;340;49;27;
;75 ou mais anos;H;2021;2867;112;1560;766;165;629;418;0;777;0;149;499;64;65;
;;M;2021;4622;410;2929;1747;292;890;553;0;730;0;224;450;24;32;
1111: Sintra;Total;H;2021;181792;21953;82295;25436;20090;36769;48833;2966;25745;494;2242;17197;5140;672;
;;M;2021;203814;25687;84087;33174;17722;33191;52413;2412;39215;208;2989;28123;7223;672;
;Menos de 15 anos;H;2021;28890;17720;11170;4679;5667;824;0;0;0;0;0;0;0;0;
;;M;2021;28013;17139;10874;4359;5638;877;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;11337;93;7506;44;1015;6447;3705;15;18;18;0;0;0;0;
;;M;2021;11086;101;6760;39;728;5993;4210;6;9;9;0;0;0;0;
;20 - 24 anos;H;2021;12124;152;2374;48;334;1992;7155;299;2144;145;0;1684;310;5;
;;M;2021;12076;149;1522;30;159;1333;6950;226;3229;65;0;2716;444;4;
;25 - 29 anos;H;2021;11770;201;2414;83;397;1934;5287;507;3361;133;0;2109;1104;15;
;;M;2021;12161;219;1762;74;249;1439;4649;361;5170;57;0;3273;1815;25;
;30 - 34 anos;H;2021;11487;261;2947;126;555;2266;4558;529;3192;93;30;1974;1049;46;
;;M;2021;12318;319;2248;104;374;1770;4528;410;4813;45;43;3154;1511;60;
;35 - 39 anos;H;2021;11934;253;3958;229;730;2999;4399;463;2861;88;222;1814;673;64;
;;M;2021;13138;376;3018;199;499;2320;4602;362;4780;23;236;3401;1039;81;
;40 - 44 anos;H;2021;13683;280;5038;403;1191;3444;4993;443;2929;17;274;2105;463;70;
;;M;2021;15553;444;3977;428;810;2739;5597;393;5142;9;299;4049;686;99;
;45 - 49 anos;H;2021;14828;242;6167;748;1884;3535;5124;400;2895;0;342;2045;423;85;
;;M;2021;16897;432;5184;803;1431;2950;6022;352;4907;0;473;3787;555;92;
;50 - 54 anos;H;2021;13881;308;6951;1258;2370;3323;4147;258;2217;0;284;1510;346;77;
;;M;2021;16272;478;6715;1512;2048;3155;5216;268;3595;0;466;2609;433;87;
;55 - 59 anos;H;2021;12440;311;6754;1934;1971;2849;3555;52;1768;0;252;1132;290;94;
;;M;2021;14252;499;6844;2303;1737;2804;4188;34;2687;0;337;1954;326;70;
;60 - 64 anos;H;2021;10333;318;5978;2439;1464;2075;2553;0;1484;0;218;976;217;73;
;;M;2021;12248;555;6739;3021;1394;2324;2993;0;1961;0;286;1391;227;57;
;65 - 69 anos;H;2021;8710;375;5651;3293;882;1476;1523;0;1161;0;231;742;129;59;
;;M;2021;10861;727;7189;4314;944;1931;1722;0;1223;0;270;809;93;51;
;70 - 74 anos;H;2021;7743;369;5703;3461;684;1558;879;0;792;0;154;515;77;46;
;;M;2021;9918;700;7524;5108;684;1732;867;0;827;0;242;512;51;22;
;75 ou mais anos;H;2021;12632;1070;9684;6691;946;2047;955;0;923;0;235;591;59;38;
;;M;2021;19021;3549;13731;10880;1027;1824;869;0;872;0;337;468;43;24;
111102: Algueirão-Mem Martins;Total;H;2021;32390;3984;14511;4113;3594;6804;9014;575;4306;86;421;2896;784;119;
;;M;2021;36259;4516;14779;5414;3215;6150;9708;480;6776;37;572;4949;1110;108;
;Menos de 15 anos;H;2021;5278;3209;2069;846;1096;127;0;0;0;0;0;0;0;0;
;;M;2021;5227;3165;2062;813;1084;165;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;2084;24;1358;11;171;1176;696;5;1;1;0;0;0;0;
;;M;2021;2013;9;1282;6;138;1138;719;0;3;3;0;0;0;0;
;20 - 24 anos;H;2021;2138;31;444;9;52;383;1266;55;342;30;0;258;52;2;
;;M;2021;2129;37;277;3;32;242;1256;41;518;12;0;428;78;0;
;25 - 29 anos;H;2021;2080;37;457;10;64;383;969;97;520;18;0;329;169;4;
;;M;2021;2162;37;301;13;44;244;848;75;901;12;0;599;282;8;
;30 - 34 anos;H;2021;2066;63;527;16;83;428;823;106;547;16;10;352;161;8;
;;M;2021;2236;62;379;15;58;306;867;88;840;6;11;593;223;7;
;35 - 39 anos;H;2021;2248;56;764;42;129;593;835;89;504;19;43;323;104;15;
;;M;2021;2394;72;565;29;80;456;865;66;826;3;38;613;158;14;
;40 - 44 anos;H;2021;2540;64;949;64;225;660;918;96;513;2;51;387;62;11;
;;M;2021;2904;77;752;82;137;533;1097;79;899;1;59;732;90;17;
;45 - 49 anos;H;2021;2776;49;1120;125;342;653;1023;78;506;0;62;366;62;16;
;;M;2021;3169;77;961;141;265;555;1163;68;900;0;99;689;94;18;
;50 - 54 anos;H;2021;2531;58;1269;227;397;645;789;38;377;0;57;249;51;20;
;;M;2021;2912;78;1200;246;352;602;971;60;603;0;71;449;71;12;
;55 - 59 anos;H;2021;2215;52;1197;335;325;537;662;11;293;0;40;189;51;13;
;;M;2021;2457;93;1196;360;303;533;740;3;425;0;63;302;51;9;
;60 - 64 anos;H;2021;1738;59;1008;404;254;350;436;0;235;0;39;157;30;9;
;;M;2021;2067;99;1122;474;250;398;518;0;328;0;51;242;28;7;
;65 - 69 anos;H;2021;1413;73;900;527;144;229;268;0;172;0;34;115;16;7;
;;M;2021;1865;132;1181;673;158;350;326;0;226;0;51;149;18;8;
;70 - 74 anos;H;2021;1270;55;924;513;128;283;165;0;126;0;32;72;16;6;
;;M;2021;1593;93;1209;815;111;283;154;0;137;0;42;80;10;5;
;75 ou mais anos;H;2021;2013;154;1525;984;184;357;164;0;170;0;53;99;10;8;
;;M;2021;3131;485;2292;1744;203;345;184;0;170;0;87;73;7;3;
111115: Casal de Cambra;Total;H;2021;6340;881;3230;1190;794;1246;1586;90;553;25;34;384;98;12;
;;M;2021;7007;974;3247;1399;659;1189;1700;85;1001;9;55;735;188;14;
;Menos de 15 anos;H;2021;1150;713;437;200;213;24;0;0;0;0;0;0;0;0;
;;M;2021;1078;640;438;203;209;26;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;415;7;274;3;48;223;132;0;2;2;0;0;0;0;
;;M;2021;443;5;282;4;38;240;156;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;442;6;98;3;11;84;269;11;58;4;0;42;12;0;
;;M;2021;432;5;64;0;5;59;261;11;91;3;0;77;11;0;
;25 - 29 anos;H;2021;379;8;93;7;16;70;172;18;88;8;0;59;21;0;
;;M;2021;441;4;95;6;12;77;180;13;149;3;0;92;54;0;
;30 - 34 anos;H;2021;408;11;131;6;29;96;163;17;86;8;0;57;21;0;
;;M;2021;432;15;93;5;17;71;155;16;153;1;1;100;49;2;
;35 - 39 anos;H;2021;465;11;168;8;37;123;188;20;78;3;4;55;13;3;
;;M;2021;546;19;152;10;31;111;186;17;172;1;14;125;29;3;
;40 - 44 anos;H;2021;490;9;204;17;59;128;181;16;80;0;5;64;9;2;
;;M;2021;583;20;198;22;44;132;200;12;153;1;13;122;15;2;
;45 - 49 anos;H;2021;500;6;249;31;75;143;172;7;66;0;11;43;9;3;
;;M;2021;526;12;215;43;59;113;168;9;122;0;13;95;12;2;
;50 - 54 anos;H;2021;457;19;281;63;101;117;121;1;35;0;7;20;8;0;
;;M;2021;539;20;275;70;89;116;164;5;75;0;6;57;9;3;
;55 - 59 anos;H;2021;362;19;243;85;85;73;82;0;18;0;2;12;2;2;
;;M;2021;427;16;264;110;69;85;108;2;37;0;0;32;5;0;
;60 - 64 anos;H;2021;307;8;236;121;49;66;45;0;18;0;2;15;1;0;
;;M;2021;387;14;288;181;44;63;67;0;18;0;2;14;2;0;
;65 - 69 anos;H;2021;339;20;275;201;35;39;39;0;5;0;1;4;0;0;
;;M;2021;372;36;293;214;27;52;27;0;16;0;2;12;1;1;
;70 - 74 anos;H;2021;239;13;205;156;17;32;10;0;11;0;2;7;1;1;
;;M;2021;284;27;237;202;8;27;12;0;8;0;3;5;0;0;
;75 ou mais anos;H;2021;387;31;336;289;19;28;12;0;8;0;0;6;1;1;
;;M;2021;517;141;353;329;7;17;16;0;7;0;1;4;1;1;
111105: Colares;Total;H;2021;3686;432;1615;571;372;672;869;57;713;9;71;456;144;33;
;;M;2021;4060;510;1652;756;340;556;897;33;968;3;107;618;211;29;
;Menos de 15 anos;H;2021;537;324;213;84;119;10;0;0;0;0;0;0;0;0;
;;M;2021;513;317;196;79;100;17;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;210;4;134;0;18;116;72;0;0;0;0;0;0;0;
;;M;2021;195;1;116;0;11;105;78;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;177;2;31;0;2;29;107;3;34;0;0;29;5;0;
;;M;2021;188;4;18;0;1;17;107;4;55;1;0;45;9;0;
;25 - 29 anos;H;2021;176;2;38;2;6;30;77;5;54;3;0;36;14;1;
;;M;2021;170;4;22;2;3;17;64;1;79;1;0;47;30;1;
;30 - 34 anos;H;2021;166;4;43;0;9;34;59;13;47;1;1;22;23;0;
;;M;2021;175;3;31;3;4;24;50;5;86;1;0;52;32;1;
;35 - 39 anos;H;2021;236;4;88;5;18;65;66;12;66;4;6;36;19;1;
;;M;2021;249;5;48;1;6;41;81;2;113;0;5;76;29;3;
;40 - 44 anos;H;2021;268;5;91;3;19;69;91;10;71;1;5;54;11;0;
;;M;2021;266;11;44;2;8;34;87;10;114;0;4;89;18;3;
;45 - 49 anos;H;2021;280;3;98;7;27;64;86;7;86;0;7;65;12;2;
;;M;2021;321;4;75;11;28;36;92;5;145;0;18;96;29;2;
;50 - 54 anos;H;2021;248;6;106;23;34;49;75;7;54;0;6;33;11;4;
;;M;2021;294;5;100;24;35;41;100;6;83;0;15;49;17;2;
;55 - 59 anos;H;2021;295;10;139;50;39;50;78;0;68;0;9;38;14;7;
;;M;2021;298;8;134;47;39;48;76;0;80;0;11;51;14;4;
;60 - 64 anos;H;2021;267;9;144;62;34;48;59;0;55;0;11;32;10;2;
;;M;2021;258;9;135;55;40;40;54;0;60;0;16;31;12;1;
;65 - 69 anos;H;2021;220;6;105;58;14;33;47;0;62;0;9;39;10;4;
;;M;2021;272;11;156;92;27;37;51;0;54;0;11;30;8;5;
;70 - 74 anos;H;2021;219;13;141;83;12;46;17;0;48;0;8;26;8;6;
;;M;2021;276;20;173;117;11;45;28;0;55;0;19;26;7;3;
;75 ou mais anos;H;2021;387;40;244;194;21;29;35;0;68;0;9;46;7;6;
;;M;2021;585;108;404;323;27;54;29;0;44;0;8;26;6;4;
111108: Rio de Mouro;Total;H;2021;23265;2872;10373;2930;2582;4861;6514;419;3087;76;266;2111;577;57;
;;M;2021;26224;3315;10502;3737;2383;4382;7140;335;4932;42;353;3563;898;76;
;Menos de 15 anos;H;2021;3915;2434;1481;639;737;105;0;0;0;0;0;0;0;0;
;;M;2021;3813;2326;1487;571;802;114;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;1503;11;982;6;152;824;501;6;3;3;0;0;0;0;
;;M;2021;1480;12;898;2;100;796;568;2;0;0;0;0;0;0;
;20 - 24 anos;H;2021;1601;12;306;4;35;267;973;43;267;23;0;206;37;1;
;;M;2021;1627;19;188;1;14;173;987;22;411;11;0;343;57;0;
;25 - 29 anos;H;2021;1564;28;291;12;42;237;763;67;415;18;0;271;125;1;
;;M;2021;1644;26;240;10;29;201;652;44;682;12;0;452;217;1;
;30 - 34 anos;H;2021;1525;27;352;14;63;275;674;73;399;15;5;265;112;2;
;;M;2021;1737;36;327;10;52;265;630;64;680;9;6;452;205;8;
;35 - 39 anos;H;2021;1588;32;548;31;86;431;582;65;361;12;27;238;75;9;
;;M;2021;1771;38;383;25;57;301;671;59;620;7;30;437;138;8;
;40 - 44 anos;H;2021;1805;25;693;64;151;478;685;51;351;5;30;265;44;7;
;;M;2021;2145;80;544;53;110;381;799;60;662;3;31;520;96;12;
